x,Location,Roll_No,Photo_No,Scale,Latitude,Longitude,Proj_No,Photo_Date,County,Obtained_from_Where,,,,mxd,Photo_Year
690,Fenelon Falls,A140,90,"20,000",,,10149-001,6/18/28,City of Kawartha Lakes,NEODF-Cat/NAPL,,,,734,6/18/28
691,Fenelon Falls,445.782,,,,,10149-001,1954,City of Kawartha Lakes,University of Toronto,,,,735,1954
692,Fenelon Falls,A18773,31,"12,000",,,10149-001,5/15/64,City of Kawartha Lakes,NEODF-Cat/NAPL-Trent,,,,736,5/15/64
693,Oshawa,RA32,36,"15,000",,,10073-001,7/27/09,Oshawa,NEODF-Cat/NAPL,,,,737,7/27/09
694,Oshawa,A18588,160,"20,000",,,10073-001,8/04/64,Oshawa,NEODF-Cat/NAPL,,,,738,8/04/64
695,Oshawa,A18588,161,"20,000",,,10073-001,8/04/64,Oshawa,NEODF-Cat/NAPL,,,,739,8/04/64
696,Oshawa,A23679,45,"20,000",,,10073-001,5/03/74,Oshawa,NEODF-Cat/NAPL,,,,740,5/03/74
697,Stratford,A10066,61,"20,000",,,9723-001,6/22/46,Downie,NEODF-Cat/NAPL,,,,741,6/22/46
698,Stratford,A18778,25,"25,000",,,9723-001,8/06/64,Downie,NEODF-Cat/NAPL,,,,742,8/06/64
699,Stratford,A28250,140,"20,000",,,9723-001,9/30/95,Downie,NEODF-Cat/NAPL,,,,743,9/30/95
700,Port Perry,RA33,50,"15,000",,,9229-002,7/27/09,Durham,NEODF-Cat/NAPL,,,,745,7/27/09
701,Port Perry,A18859,19,"25,000",,,9229-002,6/30/65,Durham,NEODF-Cat/NAPL,,,,746,6/30/65
702,Port Perry,A28173,129,"50,000",,,9229-002,4/14/95,Durham,NEODF-Cat/NAPL,,,,747,4/14/95
703,Trenton,A19868,207,"25,000",,,9712-002,4/27/67,Quinte West,NEODF-Cat/NAPL,,,,748,4/27/67
704,Trenton,A24647,75,"20,000",,,9712-002,5/14/77,Quinte West,NEODF-Cat/NAPL,,,,749,5/14/77
705,Trenton,A27984,145,"9,000",,,9712-002,10/29/93,Quinte West,NEODF-Cat/NAPL,,,,750,10/29/93
706,Cannington,A19541,34,"35,000",,,10094-001,7/01/66,Brock,NEODF-Cat/NAPL,,,,751,7/01/66
707,Cannington,RA34,21,"15,000",,,10094-001,8/27/09,Brock,NEODF-Cat/NAPL,,,,752,8/27/09
708,Whitby,A26993,74,"9,000",,,10338-001,8/18/86,Durham,NEODF-Cat/NAPL,,,,753,8/18/86
709,Trenton,A1956,33,"15,000",,,9626-001,10/14/29,Trenton,NEODF-Cat/NAPL,,,,754,10/14/29
710,Trenton,A25661,2,"25,000",,,9626-001,4/09/81,Trenton,NEODF-Cat/NAPL,,,,755,4/09/81
711,Bridgenorth,A18327,25,"20,000",,,10418-001,1/01/65,Peterborough,NEODF-Cat/NAPL-Trent,,,,756,1/01/65
712,Stirling,A2019,67,"15,000",,,10551-001,10/27/29,Hastings,NEODF-Cat/NAPL,,,,757,10/27/29
713,Stirling,A11689,371,"25,000",,,10551-001,9/26/48,Hastings,NEODF-Cat/NAPL,,,,758,9/26/48
714,Stirling,A23663,96,"35,000",,,10551-001,4/17/74,Hastings,NEODF-Cat/NAPL,,,,759,4/17/74
715,Thornbury,A6032,24,"20,000",,,10734-001,6/03/38,Grey County,NEODF-Cat/NAPL,,,,760,6/03/38
716,Thornbury,A27291,68,"9,000",,,10734-001,5/17/88,Grey County,NEODF-Cat/NAPL,,,,761,5/17/88
717,Courtice,A23664,223,"25,000",,,10305-001,4/18/74,Durham County,NEODF-Cat/NAPL,,,,762,4/18/74
718,Courtice,A19799,43,"25,000",,,10305-001,10/20/66,Durham County,NEODF-Cat/NAPL,,,,763,10/20/66
719,Courtice,A19799,45,"25,000",,,10305-001,10/20/66,Durham County,NEODF-Cat/NAPL,,,,764,10/20/66
720,Napanee,,,"20,000",,,10703-001,1930,Lennox Addington,ERIS,,,,765,1930
721,Napanee,,,"15,000",,,10703-001,1962,Lennox Addington,ERIS,,,,766,1962
722,Napanee,,,"35,000",,,10703-001,1974,Lennox Addington,ERIS,,,,767,1974
723,Napanee,,,"25,000",,,10703-001,1985,Lennox Addington,ERIS,,,,768,1985
724,Napanee,,,"50,000",,,10703-001,1995,Lennox Addington,ERIS,,,,769,1995
725,Thornbury,,,"10,000",,,10876-001,1965,Grey County,ERIS,,,,770,1965
726,Thornbury,,,"10,000",,,10876-001,1973,Grey County,ERIS,,,,771,1973
727,Thornbury,,,"10,000",,,10876-001,1988,Grey County,ERIS,,,,772,1988
728,Thornbury,,,"10,000",,,10876-001,1995,Grey County,ERIS,,,,773,1995
729,Alnwick Haldimand,,,"50,000",,,11082-001,1954,Northumberland,City of Toronto Archives,,,,774,1954
730,Colbourne,,,"10,000",,,11120-001,1929,Northumberland,ERIS,,,,775,1929
731,Colbourne,,,"10,000",,,11120-001,1954,Northumberland,ERIS,,,,776,1954
732,Colbourne,,,"10,000",,,11120-001,1965,Northumberland,ERIS,,,,777,1965
733,Colbourne,,,"10,000",,,11120-001,1976,Northumberland,ERIS,,,,778,1976
734,Colbourne,,,"10,000",,,11120-001,1987,Northumberland,ERIS,,,,779,1987
735,Colbourne,,,"10,000",,,11120-001,1995,Northumberland,ERIS,,,,780,1995
736,Keene,,,"50,000",,,11205-001,1981,Peterborough,ERIS,,,,781,1981
737,Keene,,,,,,11205-001,1954,Peterborough,ERIS,,,,782,1954
738,Kingston,,,"10,000",,,11454-001,1948,Kingston,ERIS,,,,783,1948
739,Port Severn,,,"10,000",,,11384-001,1954,Muskoka,ERIS,,,,784,1954
740,Port Severn,,,"10,000",,,11384-001,1976,Muskoka,ERIS,,,,785,1976
741,Port Severn,,,"10,000",,,11384-001,1987,Muskoka,ERIS,,,,786,1987
742,Port Severn,,,"10,000",,,11384-001,1995,Muskoka,ERIS,,,,787,1995
743,Lindsay,,,"10,000",,,11479-001,1928,City of Kawartha Lakes,ERIS,,,,788,1928
744,Kingston,,,"10,000",,,10135-001,1948,Kingston,ERIS,,,,789,1948
745,Brighton,,,"25,000",,,11305-002,1948,Northumberland,ERIS,,,,790,1948
746,Brighton,,,"35,000",,,11305-002,1974,Northumberland,ERIS,,,,791,1974
747,Brighton,,,"50,000",,,11305-002,1995,Northumberland,ERIS,,,,792,1995
748,Brighton,,,,,,11305-002,1954,Northumberland,University of Toronto Archives,,,,793,1954
749,Wellington,A11866,15,"35,000",,,11506-001,1949,Prince Edward County,NAPL,,,,794,1949
750,Wellington,A17822,43,"25,000",,,11506-001,1963,Prince Edward County,NAPL,,,,795,1963
751,Wellington,A23292,141,"20,000",,,11506-001,1973,Prince Edward County,NAPL,,,,796,1973
752,Wellington,A26999,11,"9,000",,,11506-001,1986,Prince Edward County,NAPL,,,,797,1986
753,Scugog,RA35,79,"15,000",,,10036-001,8/27/09,Durham County,NAPL,,,,798,8/27/09
754,Scugog,A16872,19,"30,000",,,10036-001,10/20/59,Durham County,NAPL,,,,799,10/20/59
755,Scugog,A16872,21,"30,000",,,10036-001,10/20/59,Durham County,NAPL,,,,800,10/20/59
756,Scugog,A25686,21,"50,000",,,10036-001,4/29/81,Durham County,NAPL,,,,801,4/29/81
757,Scugog,A28173,84,"50,000",,,10036-001,4/14/95,Durham County,NAPL,,,,802,4/14/95
758,Frankford,A18757,22,"10,000",,,11741-001,4/28/65,Hastings,NAPL,,,,802,4/28/65
759,Elmvale,A20341,166,"40,000",,,11662-001,1968,Simcoe,NAPL,,,,803,1968
760,Clarington,RA36,12,"15,000",,,11769-001,8/27/09,Durham,NAPL,,,,804,8/27/09
761,Clarington,A19799,131,"25,000",,,11769-001,10/20/66,Durham,NAPL,,,,805,10/20/66
762,Clarington,A23664,223,"25,000",,,11769-001,4/18/74,Durham,NAPL,,,,806,4/18/74
763,Clarington,A31404,29,"40,000",,,11769-001,7/16/85,Durham,NAPL,,,,807,7/16/85
764,Clarington,A31404,29,"40,000",,,11769-001,7/16/85,Durham,NAPL,,,,808,7/16/85
765,Hastings,A2107,99,"20,000",,,11876-001,4/19/30,Northumberland,NAPL,,,,809,4/19/30
766,Hastings,A11704,300,"35,000",,,11876-001,9/26/48,Northumberland,NAPL,,,,810,9/26/48
767,Hastings,A17835,138,"15,000",,,11876-001,7/31/62,Northumberland,NAPL,,,,811,7/31/62
768,Hastings,A26649,153,"25,000",,,11876-001,4/28/85,Northumberland,NAPL,,,,812,4/28/85
769,Hastings,A17835,128,"15,000",,,11876-001,7/31/62,Northumberland,NAPL,,,,813,7/31/62
770,Hastings,A1111,67,"20,000",,,11733-001,5/29/29,Hastings,NAPL,,,,814,5/29/29
771,Hastings,A27083,121,"50,000",,,11733-001,4/24/87,Hastings,NAPL,,,,815,4/24/87
772,Lindsay,,,"10,000",,,11902-001,1927,Lindsay,ERIS,,,,816,1927
773,London,A17002,36,"25,000",,,11862-001,5/03/60,London,NAPL,,,,817,5/03/60
774,London,A25950,5,"25,000",,,11862-001,4/27/82,London,NAPL,,,,818,4/27/82
775,London,A27597,64,"20,000",,,11862-001,6/24/90,London,NAPL,,,,825,6/24/90
776,Barrie,A10078,61,"20,000",,,11872-001,6/26/46,Barrie,NAPL,,,,826,6/26/46
777,Barrie,A17864,43,"25,000",,,11872-001,11/17/62,Barrie,NAPL,,,,827,11/17/62
778,Barrie,A23963,43,"25,000",,,11872-001,6/30/75,Barrie,NAPL,,,,828,6/30/75
779,Uxbridge,RA29,33,"15,000",,,12004-001,4/27/09,Durham,NAPL,,,,829,4/27/09
780,Uxbridge,A17188,39,"30,000",,,12004-001,9/06/60,Durham,NAPL,,,,830,9/06/60
781,Uxbridge,A24404,2,"50,000",,,12004-001,6/01/76,Durham,NAPL,,,,831,6/01/76
782,Woodbridge,A10116,45,"20,000",,,12050-001,7/01/46,York,NAPL,,,,832,7/01/46
783,Woodbridge,A10116,46,"20,000",,,12050-001,7/01/46,York,NAPL,,,,833,7/01/46
784,Woodbridge,A10116,47,"20,000",,,12050-001,7/02/46,York,NAPL,,,,834,7/02/46
785,Woodbridge,A16998,97,"25,000",,,12050-001,4/28/60,York,NAPL,,,,835,4/28/60
786,Innisfil,A23963,123,"25,000",,,11954-001,6/30/75,Simcoe,NAPL,,,,836,6/30/75
787,Innisfil,A17864,65,"25,000",,,11954-001,11/17/62,Simcoe,NAPL,,,,837,11/17/62
788,Innisfil,A17864,74,"25,000",,,11954-001,11/17/62,Simcoe,NAPL,,,,838,11/17/62
789,Innisfil,A17864,75,"25,000",,,11954-001,11/17/62,Simcoe,NAPL,,,,839,11/17/62
790,Innisfil,A17864,76,"25,000",,,11954-001,11/17/62,Simcoe,NAPL,,,,840,11/17/62
791,Innisfil,A17864,26,"25,000",,,11954-001,11/17/62,Simcoe,NAPL,,,,841,11/17/62
792,Innisfil,A17864,66,"25,000",,,11954-001,11/17/62,Simcoe,NAPL,,,,842,11/17/62
793,Cobourg,,,"10,000",,,11838-001,1951,Northumberland,ERIS,,,,843,1951
794,Cobourg,,,"10,000",,,11838-001,1975,Northumberland,ERIS,,,,845,1975
795,Cobourg,,,"10,000",,,11838-001,1995,Northumberland,ERIS,,,,846,1995
796,Mildmay,A6239,11,"20,000",,,11496-002,8/27/38,Bruce,NAPL,,,,847,8/27/38
797,Mildmay,A6239,9,"20,000",,,11496-002,8/27/38,Bruce,NAPL,,,,848,8/27/38
798,Mildmay,A6239,7,"20,000",,,11496-002,8/27/38,Bruce,NAPL,,,,849,8/27/38
799,Mildmay,A6263,56,"20,000",,,11496-002,8/29/38,Bruce,NAPL,,,,850,8/29/38
800,Mildmay,A6263,58,"20,000",,,11496-002,8/29/38,Bruce,NAPL,,,,851,8/29/38
801,Mildmay,A24404,60,"50,000",,,11496-002,6/01/76,Bruce,NAPL,,,,852,6/01/76
802,Mildmay,A24404,62,"50,000",,,11496-002,6/01/76,Bruce,NAPL,,,,853,6/01/76
803,Mildmay,A28174,183,"50,000",,,11496-002,4/15/95,Bruce,NAPL,,,,854,4/15/95
804,Mildmay,A28174,181,"50,000",,,11496-002,4/15/95,Bruce,NAPL,,,,855,4/15/95
805,Innisfil,A18786,11,"25,000",,,12074-001,6/03/65,Simcoe,NAPL,,,,856,6/03/65
806,Innisfil,A24286,2,"40,000",,,12074-001,10/25/75,simcoe,NAPL,,,,857,10/25/75
807,Quinte West,A2025,37,"15,000",,,11893-001,10/27/29,Quinte West,NAPL,,,,858,10/27/29
808,Quinte West,A11688,463,"25,000",,,11893-001,9/26/48,Quinte West,NAPL,,,,859,9/26/48
809,Quinte West,A23663,242,"35,000",,,11893-001,4/17/74,Quinte West,NAPL,,,,860,4/17/74
810,Quinte West,A23663,243,"35,000",,,11893-001,4/17/74,Quinte West,NAPL,,,,861,4/17/74
811,Quinte West,A23663,244,"35,000",,,11893-001,4/17/74,Quinte West,NAPL,,,,862,4/17/74
812,Quinte West,A25661,28,"25,000",,,11893-001,9/04/81,Quinte West,NAPL,,,,863,9/04/81
813,Quinte West,A25661,29,"25,000",,,11893-001,9/04/81,Quinte West,NAPL,,,,864,9/04/81
814,Quinte West,A25661,30,"25,000",,,11893-001,9/04/81,Quinte West,NAPL,,,,865,9/04/81
815,Loyalist,A11396,58,"25,000",,,12110-001,7/01/48,Loyalist,NAPL,,,,866,7/01/48
816,Loyalist,A13968,37,"30,000",,,12110-001,4/28/54,Loyalist,NAPL,,,,867,4/28/54
817,Loyalist,A19867,79,"25,000",,,12110-001,4/28/67,Loyalist,NAPL,,,,868,4/28/67
818,Loyalist,A26478,1,"25,000",,,12110-001,5/23/84,Loyalist,NAPL,,,,869,5/23/84
819,Loyalist,A11396,57,,,,12110-001,7/01/48,Loyalist,NAPL,,,,870,7/01/48
820,Loyalist,A11396,59,,,,12110-001,7/01/48,Loyalist,NAPL,,,,871,7/01/48
821,Loyalist,A13968,36,,,,12110-001,4/28/54,Loyalist,NAPL,,,,872,4/28/54
822,Loyalist,A13968,38,,,,12110-001,4/28/54,Loyalist,NAPL,,,,873,4/28/54
823,Loyalist,A19867,78,,,,12110-001,4/28/67,Loyalist,NAPL,,,,874,4/28/67
824,Loyalist,A19867,80,,,,12110-001,4/28/67,Loyalist,NAPL,,,,875,4/28/67
825,Gravenhurst,A3454,33,"15,000",,,12248-001,6/11/31,Muskoka,NAPL,,,,876,6/11/31
826,Gravenhurst,A13556,345,"15,000",,,12248-001,8/30/52,Muskoka,NAPL,,,,877,8/30/52
827,Gravenhurst,A17576,101,"25,000",,,12248-001,5/03/62,Muskoka,NAPL,,,,878,5/03/62
828,Pickering,A22630,161,"15,000",,,12271-001,1972,Durham,NAPL,,,,879,1972
829,Trenton,A1704,88,"15,000",,,12276-001,11/29/09,Quinte West,NAPL,,,,880,11/29/09
830,Trenton,A13510,254,"20,000",,,12276-001,8/22/52,Quinte West,NAPL,,,,881,8/22/52
831,Trenton,A18753,9,"25,000",,,12276-001,4/27/64,Quinte West,NAPL,,,,882,4/27/64
832,Trenton,A25661,57,"25,000",,,12276-001,4/09/81,Quinte West,NAPL,,,,883,4/09/81
833,Trenton,A25661,58,"25,000",,,12276-001,4/09/81,Quinte West,NAPL,,,,884,4/09/81
834,Trenton,A25661,59,"25,000",,,12276-001,4/09/81,Quinte West,NAPL,,,,885,4/09/81
835,Trenton,A28172,131,"50,000",,,12276-001,4/06/95,Quinte West,NAPL,,,,886,4/06/95
836,Trenton,A23662,5,"35,000",,,12276-001,4/18/74,Quinte West,NAPL,,,,887,4/18/74
837,Bancroft,A17833,63,"20,000",,,11835-002,8/21/62,Havelock,NAPL,,,,888,8/21/62
838,Brighton,,,"25,000",,,11305-002,1948,Northumberland,ERIS,,,,890,1948
839,Brighton,,,"35,000",,,11305-002,1974,Northumberland,ERIS,,,,891,1974
840,Brighton,,,"50,000",,,11305-002,1995,Northumberland,ERIS,,,,892,1995
841,Cobourg,A1053,11,"20,000",,,12365-001,1929,Northmberland,NAPL,,,,893,1929
842,Cobourg,A18742,7,"20,000",,,12365-001,1965,Northumberland,NAPL,,,,894,1965
843,Springwater,A3056,16,"15,000",,,9788-002,10/24/30,Simcoe,NAPL,,,,895,10/24/30
844,Springwater,A20341,166,"40,000",,,9788-002,3/31/68,Simcoe,NAPL,,,,896,3/31/68
845,Delhi,A9345,80,"20,000",,,12398-001,9/08/45,,NAPL,,,,897,9/08/45
846,Delhi,A13357,41,"40,000",,,12398-001,8/14/51,,NAPL,,,,898,8/14/51
847,Delhi,A24057,125,"25,000",,,12398-001,7/01/75,,NAPL,,,,900,7/01/75
848,Cobourg,A13111,162,"20,000",,,12296-002,4/26/51,Northumberland,NAPL,,,,901,4/26/51
849,Cobourg,A1053,7,"20,000",,,12261-001,9/29/05,Northumberland,NAPL,,,,902,9/29/05
850,Cobourg,A23919,168,"25,000",,,12261-001,5/06/75,Northumberland,NAPL,,,,903,5/06/75
851,Cobourg,A23979,170,"25,000",,,12261-001,5/06/75,Northumberland,NAPL,,,,904,5/06/75
852,Prince Edward County,A2104,85,"20,000",,,12318-001,4/19/30,Prince Edward County,NAPL,,,,905,4/19/30
853,Prince Edward County,A13254,44,"20,000",,,12318-001,5/09/51,Prince Edward County,NAPL,,,,906,5/09/51
854,Prince Edward County,A17822,36,"25,000",,,12318-001,5/01/63,Prince Edward County,NAPL,,,,907,5/01/63
855,Prince Edward County,A28172,202,"50,000",,,12318-001,4/06/95,Prince Edward County,NAPL,,,,908,4/06/95
856,Havelock,A11632,26,"25,000",,,12414-001,8/26/48,Peterborough,NAPL,,,,909,8/26/48
857,Hamilton,A4699,57,"20,000",,,12451-001,6/29/34,Hamilton,NAPL,,,,910,6/29/34
858,Hamilton,A29237,17,"20,000",,,12451-001,9/04/45,Hamilton,NAPL,,,,911,9/04/45
859,Hamilton,A13921,201,"20,000",,,12451-001,10/07/53,Hamilton,NAPL,,,,912,10/07/53
860,Hamilton,A17288,19,"25,000",,,12451-001,4/18/61,Hamilton,NAPL,,,,913,4/18/61
861,Hamilton,A22911,8,"35,000",,,12451-001,7/28/72,Hamilton,NAPL,,,,914,7/28/72
862,Nottawasaga,A6240,105,"20,000",,,12451-001,8/27/38,Simcoe,NAPL,,,,915,8/27/38
863,Nottawasaga,A23963,18,"25,000",,,12451-001,6/30/75,Simcoe,NAPL,,,,916,6/30/75
864,North Bay,A462,65,"15,000",,,12580-001,8/13/28,North Bay,NAPL,,,,917,8/13/28
865,North Bay,A13040,67,"12,000",,,12580-001,9/06/50,North Bay,NAPL,,,,918,9/06/50
866,North Bay,A17619,56,"15,000",,,12580-001,8/14/62,North Bay,NAPL,,,,919,8/14/62
867,North Bay,A21471,129,"35,000",,,12580-001,6/14/70,North Bay,NAPL,,,,920,6/14/70
868,North Bay,A25456,5,"20,000",,,12580-001,5/19/80,North Bay,NAPL,,,,921,5/19/80
869,North Bay,A27170,23,"20,000",,,12580-001,8/24/87,North Bay,NAPL,,,,922,8/24/87
870,Bancroft,A5113,60,"20,000",,,12687-001,8/24/35,Hastings,NAPL,,,,923,8/24/35
871,Bancroft,A9281,77,"20,000",,,12687-001,9/16/45,Hastings,NAPL,,,,924,9/16/45
872,Bancroft,A22319,11,"40,000",,,12687-001,7/01/71,Hastings,NAPL,,,,925,7/01/71
873,Bancroft,A22319,13,"40,000",,,12687-001,7/01/71,Hastings,NAPL,,,,926,7/01/71
874,Pickering,A10118,8,"20,000",,,12699-001,7/01/46,Durham,NAPL,,,,927,7/01/46
875,Pickering,A25648,133,"25,000",,,12699-001,3/27/81,Durham,NAPL,,,,928,3/27/81
876,Pickering,A25648,135,"25,000",,,12699-001,3/27/81,Durham,NAPL,,,,929,3/27/81
877,Pickering,A27411,149,"9,000",,,12699-001,9/21/89,Durham,NAPL,,,,930,9/21/89
878,Pickering,A28411,173,"6,000",,,12699-001,4/23/99,Durham,NAPL,,,,931,4/23/99
879,Pickering,A6591,69,"20,000",,,12699-001,6/06/39,Durham,NAPL,,,,932,6/06/39
880,Belleville,A11689,397,"25,000",,,12761-001,9/26/48,Belleville,NAPL,,,,933,9/26/48
881,Belleville,A15596,87,"40,000",,,12761-001,11/23/51,Belleville,NAPL,,,,934,11/23/51
882,Belleville,A28135,4,"20,000",,,12761-001,9/14/94,Belleville,NAPL,,,,935,9/14/94
883,Buckhorn,A1055,73,"20,000",,,12857-001,9/29/05,Peterborough,NAPL,,,,936,9/29/05
884,Buckhorn,A4814,29,"15,000",,,12857-001,9/30/34,Peterborough,NAPL,,,,937,9/30/34
885,Buckhorn,A18773,14,"12,000",,,12857-001,5/14/64,Peterborough,NAPL,,,,938,5/14/64
886,Buckhorn,A27121,125,"50,000",,,12857-001,7/16/87,Peterborough,NAPL,,,,939,7/16/87
887,Buckhorn,A1055,72,"20,000",,,12857-001,9/29/05,Peterborough,NAPL,,,,940,9/29/05
888,Renfrew,A17853,89,"20,000",,,12443-001,9/07/62,Renfrew,NAPL,,,,941,9/07/62
889,Renfrew,A27996,181,"50,000",,,12443-001,11/17/93,Renfrew,NAPL,,,,942,11/17/93
890,Hillsdale,A3245,25,"15,000",,,12802-001,4/13/31,Simcoe,NAPL,,,,943,4/13/31
891,Hillsdale,A19541,199,"35,000",,,12802-001,7/01/66,Simcoe,NAPL,,,,944,7/01/66
892,Hillsdale,A20341,169,"40,000",,,12802-001,3/31/68,Simcoe,NAPL,,,,945,3/31/68
893,Belleville,A28135,,,,,12918-001,9/14/94,Belleville,NAPL,,,,946,9/14/94
894,Prince Edward County,A11467,55,"15,000",,,12944-001,5/30/48,PEC,NAPL,,,,947,5/30/48
895,Elizabethtown,A12451,78,"15,000",,,12686-001,5/07/50,Leeds Grenville,NAPL,,,,948,5/07/50
896,Oshawa,A19799,56,"25,000",,,13057-001,10/20/66,Durham,NAPL,,,,949,10/20/66
897,Oshawa,RA33,72,"15,000",,,13057-001,7/27/09,Durham,NAPL,,,,950,7/27/09
898,Innisfil,A10073,29,"20,000",,,12513-001,1946,Simcoe,NAPL,,,,951,1946
899,Peterborough,A10002,15,"20,000",,,10534-002,2008-07-12,Peterborough,NAPL,,,,952,2008-07-12
900,Coboconk,A27221,90,"50,000",,,13471-001,9/25/87,Kawartha Lakes,NAPL,,,,953,9/25/87
901,Frontenac,A16529,90,"30,000",,,13881-001,30/05/1959,Frontenac,NAPL,,,,954,30/05/1959
902,Frontenac,A18837,166,"35,000",,,13381-001,21/06/1965,Frontenac,NAPL,,,,955,21/06/1965
903,Frontenac,A27121,57,"50,000",,,13381-001,16/07/1987,Frontenac,NAPL,,,,956,16/07/1987
904,Frontenac,HA518,49,"10,000",,,13381-001,9/27/11,Frontenac,NAPL,,,,957,9/27/11
905,Niagara,A13997,57,"15,000",,,13531-001,5/22/54,Niagara,NAPL,,,,958,5/22/54
906,Niagara,A23684,47,"25,000",,,13531-001,4/15/74,Niagara,NAPL,,,,959,4/15/74
907,Kingsville,A11161,22,"15,000",,,13489-001,5/21/47,Essex,NAPL,,,,960,5/21/47
908,Kingsville,A11161,24,"15,000",,,13489-001,5/21/47,Essex,NAPL,,,,961,5/21/47
909,Kingsville,A23289-001,52,"20,000",,,13489-001,6/10/73,Essex,NAPL,,,,962,6/10/73
910,Belleville,A2019,39,"15,000",,,13435-001,10/27/29,Belleville,NAPL,,,,963,10/27/29
911,Oshawa,A18588,199,"20,000",,,5512-003,8/04/64,Oshawa,NAPL,,,,964,8/04/64
912,Oshawa,A23664,107,"25,000",,,5512-003,4/18/74,Oshawa,NAPL,,,,965,4/18/74
913,Oshawa,A27302,26,"30,000",,,5512-003,6/17/88,Oshawa,NAPL,,,,966,6/17/88
914,Oshawa,A27302,28,"30,000",,,5512-003,6/17/88,Oshawa,NAPL,,,,968,6/17/88
915,Oshawa,RA41,11,"15,000",,,5512-004,9/15/27,Oshawa,NAPL,,,,969,9/15/27
916,Foxboro,A2018,63,"15,000",,,13808-001,10/27/29,Foxboro,NAPL,,,,970,10/27/29
917,Foxboro,A11689,401,"25,000",,,13808-001,9/26/48,Foxboro,NAPL,,,,971,9/26/48
918,Foxboro,A19868,141,"25,000",,,13808-001,4/27/67,Foxboro,NAPL,,,,972,4/27/67
919,Foxboro,A23663,179,"35,000",,,13808-001,4/17/74,Foxboro,NAPL,,,,973,4/17/74
920,Trenton,A26976,68,"20,000",,,12335-001,4/21/86,Quinte West,NAPL,,,,974,4/21/86
921,Trenton,A27984,149,"9,000",,,12335-001,10/29/93,Quinte West,NAPL,,,,975,10/29/93
922,Angus,RR2413-V,89,"9,000",,,13058-003,4/25/63,Essa,NAPL,,,,976,4/25/63
923,Lindsay,A25691,160,"50,000",,,13374-001,5/03/81,City of Kawartha Lakes,NAPL,,,,977,5/03/81
924,Madoc,A23663,12,"35,000",,,13583-001,4/17/74,Peterborough County,NAPL,,,,978,4/17/74
925,Madoc,A28173,166,"50,000",,,13583-001,4/14/95,Peterborough County,NAPL,,,,979,4/14/95
926,Angus,RA8,54,"15,000",,,10358-003,7/15/27,Essa,NAPL,,,,980,7/15/27
927,Renfrew,A4325,27,"20,000",,,13903-001,9/30/31,Renfrew,NAPL,,,,981,9/30/31
928,Renfrew,A10911,29,"35,000",,,13903-001,5/13/47,Renfrew,NAPL,,,,982,5/13/47
929,Renfrew,A20930,92,"40,000",,,13903-001,4/30/69,Renfrew,NAPL,,,,983,4/30/69
930,Renfrew,A27136,115,"50,000",,,13903-001,6/19/87,Renfrew,NAPL,,,,984,6/19/87
931,Renfrew,A4382,31,"20,000",,,13903-001,9/30/31,Renfrew,NAPL,,,,985,9/30/31
932,Lindsay,RA54,81,"15,000",,,13757-001,10/27/27,Kawartha Lakes,NAPL,,,,986,10/27/27
933,L'Amble,A9281,97,"20,000",,,13824-001,9/16/45,Faraday,NAPL,,,,987,9/16/45
934,L'Amble,A18252,18,"20,000",,,13824-001,10/14/63,Faraday,NAPL,,,,988,10/14/63
935,L'Amble,A27171,40,"50,000",,,13824-001,7/15/87,Faraday,NAPL,,,,989,7/15/87
936,L'Amble,A22319,122,"40,000",,,13824-001,7/01/71,Faraday,NAPL,,,,990,7/01/71
937,L'Amble,A27133,37,"50,000",,,13824-001,6/29/87,Faraday,NAPL,,,,991,6/29/87
938,L'Amble,A27133,38,"50,000",,,13824-001,6/29/87,Faraday,NAPL,,,,992,6/29/87
940,Harcourt,A18589,9,"15,000",,,13894-001,8/29/64,Haliburton,NAPL,,,,993,8/29/64
941,Colborne,A1113,69,"20,000",,,14019-001,5/19/29,Northumberland County,NAPL,,,,994,5/19/29
942,Colborne,A18742,37,"20,000",,,14019-001,4/28/65,Northumberland County,NAPL,,,,995,4/28/65
943,Colborne,A25686,36,"50,000",,,14019-001,4/29/81,Northumberland County,NAPL,,,,996,4/29/81
944,Colborne,A28172,179,"50,000",,,14019-001,4/06/95,Northumberland County,NAPL,,,,997,4/06/95
945,Penetanguishine,A3425,53,"15,000",,,14064-001,8/31/06,Muskoka,NAPL,,,,998,8/31/06
946,Penetanguishine,A16516,123,123,,,14064-001,6/07/59,Muskoka,NAPL,,,,999,6/07/59
947,Frontenac,A1058,13,"15,000",,,13949-001,9/29/05,Frontenac,NAPL,,,,1000,9/29/05
948,Frontenac,A16530,63,"30,000",,,13949-001,5/30/59,Frontenac,NAPL,,,,1001,5/30/59
949,Frontenac,A24312,40,"50,000",,,13949-001,4/08/76,Frontenac,NAPL,,,,1002,4/08/76
950,Frontenac,A28175,31,"50,000",,,13949-001,4/16/95,Frontenac,NAPL,,,,1003,4/16/95
996,Arnprior,A31735,206,"15,000",,,14071-001,5/25/96,Renfrew,NAPL,,,,1004,5/25/96
997,Arnprior,A31481,108,"25,000",,,14071-001,8/10/87,Renfrew,NAPL,,,,1005,8/10/87
998,Arnprior,A31190,129,"15,000",,,14071-001,5/22/78,Renfrew,NAPL,,,,1006,5/22/78
